Name_HigherRank,GamesPlayed_HigherRank,ConfWins_HigherRank,ConfLosses_HigherRank,TotalWins_HigherRank,TotalLosses_HigherRank,OffEff_HigherRank,DefEff_HigherRank,Turnovers_HigherRank,ForcedTurnovers_HigherRank,TwoPFGOff_HigherRank,TwoPFGDef_HigherRank,ThreePFGOff_HigherRank,ThreePFGDef_HigherRank,FTOff_HigherRank,FTDef_HigherRank,Rank_HigherRank,Name_LowerRank,GamesPlayed_LowerRank,ConfWins_LowerRank,ConfLosses_LowerRank,TotalWins_LowerRank,TotalLosses_LowerRank,OffEff_LowerRank,DefEff_LowerRank,Turnovers_LowerRank,ForcedTurnovers_LowerRank,TwoPFGOff_LowerRank,TwoPFGDef_LowerRank,ThreePFGOff_LowerRank,ThreePFGDef_LowerRank,FTOff_LowerRank,FTDef_LowerRank,Rank_LowerRank,Results_HigherRank,Differntial,Score,PlusMinus_HigherRank
Kansas,30,17,1,28,3,116.1,87.7,18.7,18.6,54.9,42.4,34.1,30.5,35.8,23.2,1,Duke,31,15,5,25,6,115.3,91.9,17.8,20.2,52.5,46,35.2,29.9,35.6,30.9,6,L,-2, 68_66 ,0
Kansas,30,17,1,28,3,116.1,87.7,18.7,18.6,54.9,42.4,34.1,30.5,35.8,23.2,1,UNC Greensboro,30,13,5,23,9,103.2,95.6,16.5,24.9,49.5,48,32.1,35.6,25,36.8,94,W,12, 74_62 ,7.4
Kansas,30,17,1,28,3,116.1,87.7,18.7,18.6,54.9,42.4,34.1,30.5,35.8,23.2,1,Monmouth,31,12,8,18,13,98.4,101.8,17.6,22.4,45.4,48.1,33.4,34.4,35.6,41.7,208,W,55, 112_57 ,27.6
Kansas,30,17,1,28,3,116.1,87.7,18.7,18.6,54.9,42.4,34.1,30.5,35.8,23.2,1,East Tennessee St.,31,16,2,30,4,107.1,97.3,18.2,22.4,55.2,51.1,33.9,31.7,36.9,33.1,77,W,12, 75_63 ,9.3
Kansas,30,17,1,28,3,116.1,87.7,18.7,18.6,54.9,42.4,34.1,30.5,35.8,23.2,1,BYU,31,13,3,24,8,115.9,96,15.5,18.2,54.8,50.8,41.9,30.3,23.4,27.9,17,W,15, 71_56 ,5.3
Kansas,30,17,1,28,3,116.1,87.7,18.7,18.6,54.9,42.4,34.1,30.5,35.8,23.2,1,Dayton,31,18,0,29,2,119.5,93.4,18,18.8,62.3,45.1,37.1,33,33.9,30.9,4,W,6, 90_84 OT,0
Kansas,30,17,1,28,3,116.1,87.7,18.7,18.6,54.9,42.4,34.1,30.5,35.8,23.2,1,Colorado,32,10,8,21,11,108.9,94.4,19.2,19.4,49.1,44.8,35.1,34.2,36.2,26.1,42,W,14, 72_58 ,9.9
Kansas,30,17,1,28,3,116.1,87.7,18.7,18.6,54.9,42.4,34.1,30.5,35.8,23.2,1,Milwaukee,29,7,11,12,19,96.1,104.4,18.8,20.8,46.4,49.6,31.7,35.3,30.4,43.8,268,W,27, 95_68 ,20.6
Kansas,30,17,1,28,3,116.1,87.7,18.7,18.6,54.9,42.4,34.1,30.5,35.8,23.2,1,UMKC,27,8,7,16,14,98,102.5,19.8,21.1,49.4,50.9,35.1,31.2,30.3,48.4,220,W,41, 98_57 ,14.2
Kansas,30,17,1,28,3,116.1,87.7,18.7,18.6,54.9,42.4,34.1,30.5,35.8,23.2,1,Villanova,31,13,5,24,7,114,93.7,16,16.9,51.5,47.9,35.9,32.5,26.9,23.6,11,L,-1, 56_55 ,0
Kansas,30,17,1,28,3,116.1,87.7,18.7,18.6,54.9,42.4,34.1,30.5,35.8,23.2,1,Stanford,32,9,9,20,12,104.2,90.7,20.7,22.5,52.1,46.3,37.3,29.6,31,31.8,45,W,16, 72_56 ,11.6
Kansas,30,17,1,28,3,116.1,87.7,18.7,18.6,54.9,42.4,34.1,30.5,35.8,23.2,1,West Virginia,31,9,9,21,10,107.4,88.6,20.7,22.4,48,45.4,28.6,28.8,40.5,37.1,16,W,7, 60_53 ,-1.7
Kansas,30,17,1,28,3,116.1,87.7,18.7,18.6,54.9,42.4,34.1,30.5,35.8,23.2,1,Iowa St.,32,5,13,12,20,109.3,100.8,18.7,20.6,51.3,50.5,31.6,35.9,28.5,28,90,W,26, 79_53 ,12
Kansas,30,17,1,28,3,116.1,87.7,18.7,18.6,54.9,42.4,34.1,30.5,35.8,23.2,1,Baylor,30,15,3,26,4,114.5,88.4,17.8,22.7,47.5,44.4,35.1,31.1,30.8,30.8,2,L,-12, 67_55 ,-5.6
Kansas,30,17,1,28,3,116.1,87.7,18.7,18.6,54.9,42.4,34.1,30.5,35.8,23.2,1,Oklahoma,31,9,9,19,12,108.2,93.4,16,16.7,48.6,44.2,31.8,33.6,31.3,19.7,37,W,14, 66_52 ,3.6
Kansas,30,17,1,28,3,116.1,87.7,18.7,18.6,54.9,42.4,34.1,30.5,35.8,23.2,1,Texas,31,9,9,19,12,103.3,92.7,20.5,20.8,49.7,46.3,33.5,32.2,22,35.3,68,W,9, 66_57 ,0
Kansas,30,17,1,28,3,116.1,87.7,18.7,18.6,54.9,42.4,34.1,30.5,35.8,23.2,1,Kansas St.,32,3,15,11,21,102.3,94.7,21.3,24.3,47.9,49.6,31.3,33,34.7,38.8,92,W,21, 81_60 ,13.7
Kansas,30,17,1,28,3,116.1,87.7,18.7,18.6,54.9,42.4,34.1,30.5,35.8,23.2,1,Tennessee,31,9,9,17,14,107.3,95.5,20.5,19.6,49.9,44,31.3,33.1,37.3,35.3,61,W,6, 74_68 ,3.4
Kansas,30,17,1,28,3,116.1,87.7,18.7,18.6,54.9,42.4,34.1,30.5,35.8,23.2,1,Oklahoma St.,32,7,11,18,14,107.2,94.7,19.4,20.6,48,48.3,31.5,29.9,35.2,33.1,53,W,15, 65_50 ,9.7
Kansas,30,17,1,28,3,116.1,87.7,18.7,18.6,54.9,42.4,34.1,30.5,35.8,23.2,1,Texas Tech,31,9,9,18,13,109.9,91.7,19.7,23.1,50.9,46.2,35.6,31,34.5,35.4,22,W,3, 78_75 ,7.2
Kansas,30,17,1,28,3,116.1,87.7,18.7,18.6,54.9,42.4,34.1,30.5,35.8,23.2,1,Texas,31,9,9,19,12,103.3,92.7,20.5,20.8,49.7,46.3,33.5,32.2,22,35.3,68,W,11, 69_58 ,3.2
Kansas,30,17,1,28,3,116.1,87.7,18.7,18.6,54.9,42.4,34.1,30.5,35.8,23.2,1,TCU,31,7,11,16,16,105.1,96.7,21.5,21,46.6,47.6,35.4,35.1,27.1,30.8,87,W,14, 60_46 ,7
Kansas,30,17,1,28,3,116.1,87.7,18.7,18.6,54.9,42.4,34.1,30.5,35.8,23.2,1,West Virginia,31,9,9,21,10,107.4,88.6,20.7,22.4,48,45.4,28.6,28.8,40.5,37.1,16,W,9, 58_49 ,-2.3
Kansas,30,17,1,28,3,116.1,87.7,18.7,18.6,54.9,42.4,34.1,30.5,35.8,23.2,1,Oklahoma,31,9,9,19,12,108.2,93.4,16,16.7,48.6,44.2,31.8,33.6,31.3,19.7,37,W,17, 87_70 ,7.9
Kansas,30,17,1,28,3,116.1,87.7,18.7,18.6,54.9,42.4,34.1,30.5,35.8,23.2,1,Iowa St.,32,5,13,12,20,109.3,100.8,18.7,20.6,51.3,50.5,31.6,35.9,28.5,28,90,W,20, 91_71 ,6.9
